No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物_all,対象物_top3,対象物_根拠,研究タイプ_all,研究タイプ_top3,研究タイプ_根拠
3714,日本醸造協会誌/112巻/5号/112_323.pdf,2017,112,5,323,329,高温登熟による玄米の白濁化メカニズム,三ツ井 敏明;金古 堅太郎;鈴木 浩武;佐藤 友紀;椎名 将平,112_323.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_323/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_323/_pdf/-char/ja,,,高温登熟; 玄米白濁化; 心白; 澱粉顆粒; α-アミラーゼ; プロテオーム解析; 米品質; 酒米; アミロペクチン; ストレス,白濁粒; 高温登熟; 白濁化; 整粒; ストレス; MSD1; 2010; 越淡麗; 酒米; タンパク; 澱粉顆粒; 高温; 2009; プロテオーム; 玄米; イネ; 高温登熟性; 登熟期平均温度; Mitsui; BEIIb,LEA; コシヒカリ; CO2; 高温障害; SOD; アミラーゼアイソフォーム; 澱粉集積; H2O2; Plant; 異常高温; 白濁部位; 心白; 収穫; 高温登熟耐性; 観察; ショックタンパク; 玄米白濁部位; 形成異常; 発現; アミラーゼ,,清酒; アミノ酸・タンパク質; 副産物・バイオマス; 酵母・微生物,清酒; アミノ酸・タンパク質; 副産物・バイオマス,"清酒=>酒米, 山田錦, 五百万石; アミノ酸・タンパク質=>アミラーゼ, 酵素, ペプチド; 副産物・バイオマス=>バイオマス",微生物・遺伝子関連; 環境・サステナビリティ; 統計解析・モデル化; 保存・安定性; 醸造工程・製造技術; 成分分析・物性評価; 応用利用・食品開発; 品質評価・官能評価,微生物・遺伝子関連; 環境・サステナビリティ; 統計解析・モデル化,"微生物・遺伝子関連=>プロテオーム, 発現, 遺伝子; 環境・サステナビリティ=>CO2, 環境; 統計解析・モデル化=>解析"
3715,日本醸造協会誌/112巻/5号/112_330.pdf,2017,112,5,330,335,灘酒プロジェクト「灘の生一本」の紹介～灘酒研究会の取り組み,明石 貴裕,112_330.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_330/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_330/_pdf/-char/ja,,,灘酒プロジェクト; 灘の生一本; 酒質表現; 品質評価; 灘酒研究会; 純米酒; 消費者イベント; 官能評価; 醸造技術; 統一ブランド,酒質表現; 灘酒研究会; 灘酒; 消費者; 審査; 酒質; 生一本; 各蔵元; 適正; 酒質審査委員会; 酒質審査; 表示; 灘酒研究会酒質審査委員会; 表現; プロジェクト; 特徴; 甘辛; 清酒; キレ; イメージ,適度; 蔵元; 後味; 酒質審査方法; 審査認定; 必須記入; 申請; 芳醇; 客観性; 活動; 総合判定; ラベル; 認定; 熟成香; 調和; 基本情報; コク; 特別研究; 醸造技術者; シート,,清酒; アルコール飲料; ビール; 農産物・果実,清酒; アルコール飲料; ビール,"清酒=>清酒, 酒造, 純米酒; アルコール飲料=>アルコール; ビール=>苦味",品質評価・官能評価; 醸造工程・製造技術; 歴史・文化・経済; 成分分析・物性評価; 応用利用・食品開発,品質評価・官能評価; 醸造工程・製造技術; 歴史・文化・経済,"品質評価・官能評価=>評価, 品質, 甘味; 醸造工程・製造技術=>熟成, 醸造; 歴史・文化・経済=>ブランド, 歴史"
3716,日本醸造協会誌/112巻/5号/112_336.pdf,2017,112,5,336,338,抜粋要旨　中国醸造雑誌『醸酒科技』2016年6期号（総264号）,大森 大陸,112_336.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_336/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_336/_pdf/-char/ja,,,中国醸造雑誌; 白酒; 香気生成細菌; 発酵酒; 酵母菌; ワイン; 残留農薬; コニャック; 醸造原料; 熟成,K-2; 菌株; HMZ-D; 安琪酵母; 小麦中; ジーン; スイカ; ニンジン; Clostridium; PTV-GC-MS; 可能性分析; Y27; 河北; celerecrescens; 供試菌株全体; 電子鼻分析; sRNA; 酪酸; 生産菌株; 2016,Torulaspora; グルコーズ; 訳者注; プロテアーゼ; TCA; カプロン; 四川; 109; 発酵酒; 巨峰; 前処理; GC-MS; nan; delbrueckii; アミラーゼ; 酒醪; 検測; 分離; 残留農薬; 配列,,酵母・微生物; アルコール飲料; ワイン; アミノ酸・タンパク質; 農産物・果実; ビール; 清酒,酵母・微生物; アルコール飲料; ワイン,"酵母・微生物=>菌株, カビ, oryzae; アルコール飲料=>アルコール; ワイン=>ワイン, ブドウ",微生物・遺伝子関連; 品質評価・官能評価; 保存・安定性; 応用利用・食品開発; 歴史・文化・経済; 醸造工程・製造技術; 成分分析・物性評価,微生物・遺伝子関連; 品質評価・官能評価; 保存・安定性,"微生物・遺伝子関連=>菌株; 品質評価・官能評価=>品質, 香気成分, 評価; 保存・安定性=>貯蔵"
3717,日本醸造協会誌/112巻/5号/112_343.pdf,2017,112,5,343,349,本格焼酎鑑評会出品酒の使用麹による揮発性成分の比較検討,福田 央;韓 錦順;山田 修,112_343.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_343/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_343/_pdf/-char/ja,,,本格焼酎; 麹; 揮発性成分; 判別分析; 甘藷焼酎; 白麹; 黒麹; 黄麹; 香気成分; 統計解析,白麹製品; 黒麹製品; 黄麹製品; 成分; エチル; 判別分析; koji; 点中; 甘藷焼酎; オクテン; 揮発性成分; 有意差; 使用麹; 黒麹; 精度; オール; ミリスチン; 白麹; 含量; volatile,黒麹製品及; Ethyl; 本格焼酎鑑評会出品酒; product; 判別; メチル; productSignificant; productBetween; productBlack; productWhite; 使用麹別; compounds; White; ビサボロール; Koji; Black; デカノール; 酪酸; 山田; Between,,焼酎; 清酒; 酵母・微生物,焼酎; 清酒; 酵母・微生物,"焼酎=>泡盛, 麦焼酎, 米焼酎; 清酒=>黒麹, 白麹, 黄麹; 酵母・微生物=>麹菌, oryzae, カビ",成分分析・物性評価; 歴史・文化・経済; 醸造工程・製造技術; 統計解析・モデル化,成分分析・物性評価; 歴史・文化・経済; 醸造工程・製造技術,"成分分析・物性評価=>分析, 酸度; 歴史・文化・経済=>流通, 市場; 醸造工程・製造技術=>製造"
3718,日本醸造協会誌/112巻/5号/112_350.pdf,2017,112,5,350,356,焼酎の貯蔵容器における溶媒和の生成（第1報）微量の金属塩を含有するエタノール及びエタノール水溶液の動粘度,佐無田 隆;谷山 健弘;廣 あおい,112_350.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_350/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_350/_pdf/-char/ja,,,焼酎; 貯蔵容器; 溶媒和; 動粘度; エタノール水溶液; 金属塩; 塩効果; 気液平衡; ウベローデ型粘度計; 揮発性物質,動粘度; EtOH; MgCl2; vEtOH; 溶媒和; CaCl2; viscosity; NaCl; 金属塩; LiCl; 溶解; Kinematic; 水溶液; KCl; cSt; EtOH-; kinematic; ethanol; Fig; salt,カメ; metallic; 谷山; クラスター; 塩類; 泡盛; 貯蔵容器; 含有; エタノール; 金属; containing; 気液平衡; Mg2; metal; 推察; experiment; 微量; was; イオン; EtOH-H2O,,アルコール飲料; 焼酎,アルコール飲料; 焼酎,"アルコール飲料=>エタノール, ウイスキー; 焼酎=>泡盛, 焼酎, 黒糖焼酎",成分分析・物性評価; 保存・安定性; 醸造工程・製造技術; 応用利用・食品開発; 統計解析・モデル化; 品質評価・官能評価,成分分析・物性評価; 保存・安定性; 醸造工程・製造技術,"成分分析・物性評価=>測定, 粘度, 溶解度; 保存・安定性=>貯蔵; 醸造工程・製造技術=>蒸留, 熟成"
3719,日本醸造協会誌/112巻/5号/112_357.pdf,2017,112,5,357,364,キャベツ酢の開発とその品質特性,石原 智;大澤 実,112_357.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_357/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_357/_pdf/-char/ja,,,キャベツ酢; 酢酸発酵; 品質特性; 香気成分; 糖類; 遊離アミノ酸類; 主成分分析; 穀物酢; 果実酢; DMDS,キャベツ; cabbage; vinegar; 搾汁; Fructose; PC1; juice; DMTS; amino; DMDS; sense; 大澤; acid; cis-3-hexen-1-ol; 醸造酢; PC2; 穀物酢; アミノ; ブルーベリー; MMSC,heating; 品質特性; Dimethyl; 収率; the; Number; タマネギ; 腐敗臭; 香気成分; 酢酸発酵; 糖類; エタノール; 米黒酢; 加熱後; 青臭; 試料; リンゴ; isothiocyanate; Sorbitol; Allyl,,アルコール飲料; 農産物・果実; 酵母・微生物; 発酵食品; ワイン; 副産物・バイオマス; アミノ酸・タンパク質,アルコール飲料; 農産物・果実; 酵母・微生物,"アルコール飲料=>エタノール, アルコール; 農産物・果実=>リンゴ, 果実; 酵母・微生物=>酢酸菌, 酵母",品質評価・官能評価; 応用利用・食品開発; 醸造工程・製造技術; 統計解析・モデル化; 歴史・文化・経済; 成分分析・物性評価; 保存・安定性,品質評価・官能評価; 応用利用・食品開発; 醸造工程・製造技術,"品質評価・官能評価=>香気成分, 評価, 官能検査; 応用利用・食品開発=>開発, 利用, 食品; 醸造工程・製造技術=>発酵, 製造"
3720,日本醸造協会誌/112巻/6号/112_369.pdf,2017,112,6,369,369,酒米と30年,池上 勝,112_369.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_369/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_369/_pdf/-char/ja,,,酒米; 山田錦; 兵庫県; 心白; 胚乳細胞; 遺伝様式; 温暖化; 最適作期決定システム; 高温対策; 酒米試験地,酒米; 山田錦; 心白; 酒米試験地; 兵庫県; nan; 細長; 誕生日; 温暖化; 発生; 優性; 胚乳細胞; 方向; 年兵庫県立農林水産技術総合; 加藤雅宣上席研究員; 小河拓也上席研究員; 山田錦最適作期決定; 杉本琢真主任研究員; 不完全優性遺伝子; 藤本啓之課長補佐,長戸一雄先生; 北部農業技術; 篠木佑研究員; 礒野幸浩主査; 作物学分野; 酒米専門; 心白発生; 長戸先生; 口吉川; 泥米; ラグビーボール; 生産者大会; 高温対策; 気象情報; 課題; 中心部位; 研究; 移植期; 年間勤務; 設立,,清酒; 酵母・微生物,清酒; 酵母・微生物,"清酒=>酒米, 山田錦, 五百万石; 酵母・微生物=>細胞",応用利用・食品開発; 品質評価・官能評価,応用利用・食品開発; 品質評価・官能評価,応用利用・食品開発=>開発; 品質評価・官能評価=>品質
3721,日本醸造協会誌/112巻/6号/112_370.pdf,2017,112,6,370,377,大吟醸酒向け水稲品種「雪女神」の育成とその特性,本間 猛俊,112_370.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_370/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_370/_pdf/-char/ja,,,雪女神; 酒米; 山形県; 育成品種; 心白; 精米適性; 耐病性; 耐冷性; タンパク質含有率; 試験醸造,出羽燦々; 雪女神; 美山錦; 心白; 山形県; 質含有率; 育成地; 酒米; 心白率; 精米; 玄米千粒重; 精玄米重; 出羽; 玄米粗; 2013; タンパク; 水田農業試験場; センター; 山形県工業技術; 砕米率,育成; 稈長; 山形酒; 含有率; 精米歩合; アミロース; 高度搗精耐性; 県産酒; 系統適応性検定試験; 山形県農業総合研究; 高度搗精試験; 標肥区; 庄酒; 標肥; 成熟期; 最新日本; 良好; 酒造好適米; 心白発現率; 前重道雅,,清酒; ワイン; アルコール飲料; 農産物・果実; 酵母・微生物,清酒; ワイン; アルコール飲料,"清酒=>酒米, 日本酒, 酒造; ワイン=>テロワール, ワイン; アルコール飲料=>アルコール",品質評価・官能評価; 微生物・遺伝子関連; 歴史・文化・経済; 保存・安定性; 成分分析・物性評価,品質評価・官能評価; 微生物・遺伝子関連; 歴史・文化・経済,"品質評価・官能評価=>品質, 評価, 官能試験; 微生物・遺伝子関連=>発現; 歴史・文化・経済=>地域振興, 需要"
3722,日本醸造協会誌/112巻/6号/112_378.pdf,2017,112,6,378,385,きのこ類を用いた発酵食品の製造〜アルコール耐性アミラーゼ生産株の探索と味醂の製造〜,本間 裕人;徳田 宏晴,112_378.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_378/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_378/_pdf/-char/ja,,,きのこ類; 発酵食品; アミラーゼ; アルコール耐性; 味醂; 耐塩性; 耐酸性; 麹; 有機酸; アミノ酸,味醂; 米培地; NBRC31863; マンネンタケ; ヌメリツバタケ; アミスギタケ; アミラーゼ; エノキタケ; NBRC4959; 市販米麹; 市販本味醂; SKB004; SKB021; 木粉培地; 耐塩性; 耐性; 活性; 残存活性; 試醸; エタノール,アルコール; 食塩; Ohsugi; グルコシダーゼ; 6100; MAFF430258; オニフスベ; 麹味醂; 抗酸化活性; 発酵食品; 製造; Noda; カワラタケ; 存在下; 同一条件下; 学会誌; 中村和夫; 黄麹菌; Fukuda; プロテアーゼ,,アルコール飲料; 発酵食品; アミノ酸・タンパク質; 味噌; 醤油; 酵母・微生物; 発酵乳・乳製品; 焼酎; ビール; ワイン; 清酒; 農産物・果実,アルコール飲料; 発酵食品; アミノ酸・タンパク質,"アルコール飲料=>エタノール, アルコール; 発酵食品=>発酵食品, 甘酒; アミノ酸・タンパク質=>アミラーゼ, プロテアーゼ, 酵素",醸造工程・製造技術; 応用利用・食品開発; 成分分析・物性評価; 健康機能・栄養効果; 品質評価・官能評価; 微生物・遺伝子関連,醸造工程・製造技術; 応用利用・食品開発; 成分分析・物性評価,"醸造工程・製造技術=>製造, 熟成; 応用利用・食品開発=>利用, 調味料, 飲料; 成分分析・物性評価=>色度, 測定, 酸度"
3723,日本醸造協会誌/112巻/6号/112_386.pdf,2017,112,6,386,396,発酵漬物における乳酸菌のはたらき,宮尾 茂雄,112_386.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_386/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_386/_pdf/-char/ja,,,発酵漬物; すぐき漬; すんき; 無塩発酵; 乳酸菌; 泡菜; ぬかみそ漬; 食塩; 保存食; 風味成分,発酵漬物; 属菌; ピクルス; 漬物; カブ; 乳酸球菌; 漬込; ザワークラウト; 乳酸菌; Leuc; 本漬; 泡菜; plantarum; 乳酸桿菌; mesenteroides; キャベツ; 増殖; Lactobacillus; 乳酸発酵; 湯通,原料野菜; グンドルック; 食塩; faecalis; 重石; brevis; キュウリ; Pediococcus; 発酵; 微生物叢; 本漬工程; 泡菜壜; 追漬; 荒漬; nov; Leuconostoc; ディル; 生育; Enterococcus; 球菌,,発酵食品; 酵母・微生物; 醤油; アルコール飲料; ビール; 味噌; 農産物・果実; 清酒,発酵食品; 酵母・微生物; 醤油,"発酵食品=>漬物, キムチ; 酵母・微生物=>乳酸菌, brevis, 微生物; 醤油=>醤油",醸造工程・製造技術; 歴史・文化・経済; 応用利用・食品開発; 微生物・遺伝子関連; 保存・安定性; 品質評価・官能評価; 環境・サステナビリティ,醸造工程・製造技術; 歴史・文化・経済; 応用利用・食品開発,"醸造工程・製造技術=>発酵, 製造, 工程; 歴史・文化・経済=>歴史, 流通, 市場; 応用利用・食品開発=>利用, 開発"
3724,日本醸造協会誌/112巻/6号/112_397.pdf,2017,112,6,397,409,平成28年度における醤油の研究業績,編集部,112_397.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_397/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_397/_pdf/-char/ja,,,醤油; 醸造; 麹; 成分分析; 品質管理; 官能評価; 香気成分; 機能性; 安全性; 発酵食品,醤油; 高度好塩菌; 報告; 精油; 産膜形成; 電解; アミン; ヒスタミン; カルバクロール; チモール; rouxii; 不快臭成分; 旨味; チラミン; 特許登録; クラウン; 学会発表関連; 醤油中; メチルイミダゾール; 産膜,渡部; 塩味; 香気寄与成分; フィード; セル; 総説; シナリオ; 製造方法; ALPEEV; LPEEV; EAGIQ; 液液界面; OISE; 泡沫食塩; 抗菌効果; グルタミン; 増強; ペプチド; 味質; メタボノミクス,,醤油; 酵母・微生物; 副産物・バイオマス; アミノ酸・タンパク質; 農産物・果実; ビール; 味噌; 発酵食品; アルコール飲料; 清酒,醤油; 酵母・微生物; 副産物・バイオマス,"醤油=>醤油, 諸味, 醤油麹; 酵母・微生物=>微生物, 麹菌, 乳酸菌; 副産物・バイオマス=>バイオマス, 副産物",応用利用・食品開発; 成分分析・物性評価; 品質評価・官能評価; 統計解析・モデル化; 微生物・遺伝子関連; 歴史・文化・経済; 保存・安定性; 醸造工程・製造技術; 環境・サステナビリティ; 健康機能・栄養効果,応用利用・食品開発; 成分分析・物性評価; 品質評価・官能評価,"応用利用・食品開発=>食品, 開発, 調味料; 成分分析・物性評価=>ペプチド, NMR, 定量; 品質評価・官能評価=>旨味, 香気, 評価"
